src,tgt
48+68-24=,92
92+18-33=,77
31+95+75=,201
9+32-75=,-34
4+26-84=,-54
69-87+52=,34
81-97+30=,14
37-52-34=,-49
43+44-100=,-13
82+43+57=,182
94-43+25=,76
37+85-8=,114
77-5+56=,128
90-18+32=,104
94+53-56=,91
35-76-79=,-120
58-52+71=,77
53+81+6=,140
10+16+46=,72
26-53-27=,-54
59+65-67=,57
42-4-82=,-44
81+48+62=,191
79-19+46=,106
23+34+24=,81
77+58+31=,166
72-45+55=,82
38+55-36=,57
34-91+82=,25
57+28-11=,74
63-37-97=,-71
23-89-35=,-101
16+68-31=,53
90+18-75=,33
68+50+42=,160
56+33-88=,1
33+76+62=,171
80+90+39=,209
48+66-78=,36
53+61+83=,197
7-87-15=,-95
10-14-14=,-18
51+15-97=,-31
17-43-100=,-126
74+31+41=,146
3-67-17=,-81
74-27-36=,11
16-72-72=,-128
36-8-20=,8
83-27+65=,121
20-43+49=,26
100+65-9=,156
50-88+24=,-14
78-84-77=,-83
55+17-75=,-3
3+49-67=,-15
77+7+99=,183
75+18-44=,49
18-99-4=,-85
74+51-76=,49
86+9-73=,22
90-17-42=,31
22-70-96=,-144
70+20-23=,67
63-49-18=,-4
36+96-95=,37
7-93-76=,-162
96+63+95=,254
68-52+4=,20
95+41+98=,234
97+5+16=,118
52+41+88=,181
31+35+63=,129
41+14-6=,49
81-74-53=,-46
86+3-65=,24
26+31-22=,35
29-14+83=,98
71+8-36=,43
58-92+44=,10
65-84-28=,-47
89-77+48=,60
47-48-64=,-65
47+31-54=,24
54+53-15=,92
68+49-97=,20
59+40-57=,42
87-8+23=,102
51-34-80=,-63
2+22+94=,118
21-43-83=,-105
51+74+90=,215
31-3-14=,14
84+99+76=,259
61-78+81=,64
37+22-24=,35
77+87-41=,123
44-47-85=,-88
49-62+21=,8
50-84+21=,-13
55-85-50=,-80
58+71+92=,221
95-67+4=,32
15-10-62=,-57
92+75-8=,159
30-86+23=,-33
49+85+82=,216
34-85+48=,-3
68+33-66=,35
24+46+63=,133
53+79-2=,130
39+85+63=,187
79-51+17=,45
29-15+91=,105
30-82-91=,-143
49+69-63=,55
49+33+64=,146
57-39+76=,94
76+9-100=,-15
95-16-71=,8
34+32-5=,61
18-67-58=,-107
48+87-91=,44
34-54+33=,13
60+15-88=,-13
99+11+92=,202
46+1+10=,57
63+58-51=,70
61-96+94=,59
3+57+81=,141
74-64-81=,-71
54-58+68=,64
41-47-64=,-70
26-62+68=,32
54-58+75=,71
34-30+5=,9
92+79+75=,246
81-10+58=,129
25+85+86=,196
29+50-76=,3
33-55-96=,-118
90-59+92=,123
46+2-35=,13
83+70-42=,111
79+84+70=,233
5+83-83=,5
67-54+77=,90
41-99-47=,-105
96+57-94=,59
59-39+62=,82
15-79-59=,-123
20-79-34=,-93
31-76+43=,-2
68+80+29=,177
66-24-63=,-21
17-43-65=,-91
20+5-58=,-33
90-99-25=,-34
48+4+29=,81
11-44-15=,-48
93+20-85=,28
83+67+15=,165
94-52-100=,-58
76-4+47=,119
59-13+15=,61
59+68+63=,190
100-17+86=,169
18-65-44=,-91
66-64+44=,46
49+31-44=,36
21-84-54=,-117
63+60+2=,125
23+84-78=,29
26-37+62=,51
60-76-24=,-40
24+9-26=,7
56+55-96=,15
75-18+4=,61
26-2-22=,2
46+68+78=,192
12-100+29=,-59
19+34-77=,-24
35+41+83=,159
28-14+59=,73
17-49+60=,28
63+14-97=,-20
89-7-57=,25
65-59-9=,-3
89+16+94=,199
3+42+9=,54
78+82+85=,245
20+44-19=,45
17+19+84=,120
28-15-25=,-12
19-19+23=,23
50+73-72=,51
57+11+83=,151
56+60-9=,107
87+53-26=,114
60-32-78=,-50
2+59+83=,144
80-87-59=,-66
62-75+45=,32
1-78+86=,9
29-78+51=,2
92+21-51=,62
64+92+29=,185
30+22+96=,148
45+51-18=,78
38-8-46=,-16
34+92+31=,157
87+54-97=,44
61+90-36=,115
6-76-55=,-125
71+6+59=,136
55-86-12=,-43
98+70-80=,88
49+99+83=,231
27-88-74=,-135
13-64-10=,-61
24-8+75=,91
52+85-36=,101
3-84-21=,-102
67-21+31=,77
27+24-25=,26
97-88+43=,52
21+75-54=,42
11-38-99=,-126
24+72-35=,61
74+91+88=,253
84-60+55=,79
81-37+20=,64
49+96+57=,202
87+62+39=,188
2-68-5=,-71
80-66+82=,96
85-25+25=,85
43+96+50=,189
70+15-37=,48
49-13+96=,132
34+89+18=,141
97-93-42=,-38
0+16+34=,50
56+61+31=,148
73+43+39=,155
53+36+44=,133
67-24-45=,-2
81+55+9=,145
4-11+83=,76
85-29+35=,91
62+16-48=,30
43+76-36=,83
3+68+26=,97
82+8-41=,49
93+64-85=,72
32+36-7=,61
11-19+21=,13
88-68-5=,15
23-14+37=,46
28+6+84=,118
51+11-95=,-33
59-33-43=,-17
15-46-61=,-92
18+0-26=,-8
52-2-5=,45
71+42+31=,144
68-57-79=,-68
79-88+61=,52
36+54+81=,171
82+0-37=,45
47+86+95=,228
92-3-37=,52
27-54-63=,-90
7+11-71=,-53
96-72-92=,-68
75-9-80=,-14
40+48-18=,70
29+70+22=,121
59+92-89=,62
83+42+49=,174
27-17-37=,-27
25+34+76=,135
50-89-94=,-133
31-2+45=,74
75+68+13=,156
48+12+0=,60
15-16+77=,76
37+9+61=,107
73-67+9=,15
61-53-45=,-37
24-88+18=,-46
92+97+97=,286
84+60+43=,187
81+97+100=,278
94-6-46=,42
95-26+66=,135
89-40+38=,87
33-79-56=,-102
71-93+11=,-11
20+60-78=,2
31-83+85=,33
8+77-59=,26
62-11-61=,-10
48-54-34=,-40
59+7+76=,142
28-48-23=,-43
86+65-47=,104
67+60+57=,184
51-20+85=,116
37-2-69=,-34
48-58-77=,-87
41-95-43=,-97
14-90-21=,-97
73+54+53=,180
14-12-43=,-41
2-62+49=,-11
84-38-61=,-15
10-79+6=,-63
83-49+100=,134
76+89-48=,117
89+51+42=,182
15-71+54=,-2
62-3+43=,102
67-71-94=,-98
56-91+91=,56
27+96-46=,77
30+49-56=,23
89-92+39=,36
62-51-78=,-67
74+45-6=,113
78+28+5=,111
40-90+46=,-4
1-39-60=,-98
24+52-39=,37
84+86+23=,193
42-27+0=,15
74+93+24=,191
61+89+78=,228
27+93-47=,73
24+77+74=,175
54+89-18=,125
76+76-29=,123
13-33-70=,-90
80+89+63=,232
10-72+91=,29
86+29+100=,215
12-40-54=,-82
91+60-4=,147
63+38-94=,7
11-94+94=,11
6+56-41=,21
13-50+82=,45
5-47+58=,16
10+76+11=,97
35+1+70=,106
92+92-88=,96
58-33-16=,9
55+40+19=,114
50-12-37=,1
80+45-59=,66
62+95+6=,163
65-93+60=,32
58+13-6=,65
17-96-22=,-101
38-54+76=,60
43-80-68=,-105
68+17-85=,0
53+86+91=,230
6-68-45=,-107
4+29+82=,115
46+62-95=,13
13+64+89=,166
37+85+43=,165
47-74+26=,-1
12-10+55=,57
32+87-6=,113
95+82+38=,215
6-0+95=,101
11+65-17=,59
19-14-23=,-18
61-12+33=,82
67-53+98=,112
10-47-62=,-99
28+57-18=,67
69-26-22=,21
90-37+6=,59
69+88-88=,69
44-21+79=,102
93-62-90=,-59
23-1-9=,13
8+61+90=,159
46+61+38=,145
22-15-91=,-84
37-51+63=,49
80+1-17=,64
75-41+64=,98
88+45-68=,65
66+88+23=,177
97+1+92=,190
16+92-18=,90
4+20-49=,-25
61-53+13=,21
8+68+33=,109
70-99+69=,40
92+81-26=,147
65-95+7=,-23
68+43+36=,147
22+95-89=,28
68+47-75=,40
50+52+73=,175
35-39-91=,-95
25+90+20=,135
10-77-4=,-71
32+84-51=,65
65+60+94=,219
58+70+26=,154
14-64+3=,-47
22-9+19=,32
75-14+99=,160
2+22-36=,-12
94-48+89=,135
89+76-94=,71
30-90-60=,-120
25+47-90=,-18
90+73-97=,66
61+59-96=,24
99+43+25=,167
48+87-38=,97
40-40-47=,-47
94+16-53=,57
23-90+44=,-23
99+7-41=,65
56-67+59=,48
44+2+7=,53
84-18+10=,76
74-85-60=,-71
65-49+48=,64
75+77-51=,101
37+24-58=,3
86+88+21=,195
66+99-24=,141
18+81+82=,181
98-71-62=,-35
86+47-95=,38
13-17+75=,71
98-85-90=,-77
24+58+95=,177
80+96-51=,125
31+44-39=,36
99+20-39=,80
78+34-91=,21
48+13+73=,134
51+79+83=,213
96+49-8=,137
84-94+50=,40
83+21-70=,34
10-53-6=,-49
37-59+92=,70
39-89+33=,-17
60-96-46=,-82
87+71+36=,194
27+6+34=,67
74+34+32=,140
35+52+70=,157
8-94+0=,-86
55+17-99=,-27
28-52-26=,-50
2+43+86=,131
32+65-19=,78
32+93+48=,173
43+19-21=,41
2+15-60=,-43
91-97-68=,-74
10+58+87=,155
9-99-79=,-169
25+49+72=,146
5+95+69=,169
75+38+49=,162
13-38-10=,-35
18-10+74=,82
22-86+38=,-26
30-67-46=,-83
32-40-24=,-32
2-0+89=,91
11+71-94=,-12
0+17-87=,-70
81+37+49=,167
10+89+36=,135
18-72-42=,-96
10-33-41=,-64
70-35-87=,-52
46-87-57=,-98
72-52-17=,3
24-42+3=,-15
3+85+59=,147
5-30+18=,-7
40+74-53=,61
95+24+21=,140
65-33+72=,104
80-78-48=,-46
55+13+20=,88
39+53-77=,15
56+68-74=,50
94-53+19=,60
18+85-14=,89
85-37+93=,141
95-87+99=,107
21-13+95=,103
76+95-8=,163
22+30+62=,114
43+51-87=,7
7+18-38=,-13
65-17-83=,-35
64+78+86=,228
65+41+88=,194
0-2-97=,-99
65+98-47=,116
63-8-78=,-23
33+2+15=,50
74-70-100=,-96
3-17+73=,59
95-23-68=,4
2-32-89=,-119
73-67-28=,-22
30-71+0=,-41
42+21+51=,114
95+94+24=,213
45-19-88=,-62
8-24-27=,-43
20-22-67=,-69
7+100-3=,104
41-9+58=,90
8+10-75=,-57
9+27-28=,8
86-19-59=,8
39-7+55=,87
54-34+45=,65
43-2-76=,-35
67-74-10=,-17
55-48-91=,-84
70-91+75=,54
86-56+20=,50
40+92-24=,108
72+84+57=,213
62-68-82=,-88
12+48-81=,-21
87+33-83=,37
67-25-66=,-24
45+45+8=,98
83+63-45=,101
66+10+38=,114
10+69+74=,153
12+5-21=,-4
90-71+18=,37
6-90+83=,-1
89-53+71=,107
8+1+22=,31
82+70+55=,207
0-12+75=,63
20-68-45=,-93
92+31+3=,126
77+51-13=,115
22-61-69=,-108
9-99-30=,-120
98-31+6=,73
31+57+81=,169
2+84+81=,167
76+39-35=,80
29-63+84=,50
41+94+15=,150
94+68+59=,221
60-71-59=,-70
80+56-79=,57
77+1+3=,81
59+23-71=,11
89+67-43=,113
46+56-73=,29
76+63+23=,162
66+66+11=,143
36-44+97=,89
55-31+60=,84
16+20-38=,-2
47-99-63=,-115
99+63+72=,234
92-22+67=,137
55+58+26=,139
92+45+72=,209
3-52-42=,-91
97+15-93=,19
44-29-50=,-35
34-37-0=,-3
67-95+49=,21
94+68-49=,113
78+37-52=,63
79+68+55=,202
20-9-76=,-65
98+61-83=,76
19-40+25=,4
16+10+84=,110
24-68-62=,-106
36+1-98=,-61
82-40-2=,40
86-20-4=,62
60-44+56=,72
95-20-45=,30
42+50-44=,48
24+30+71=,125
96-44+53=,105
66-53-24=,-11
57-63+46=,40
14-92+63=,-15
30+65+1=,96
28-84-67=,-123
10+23-90=,-57
32+20+48=,100
17+57+94=,168
19-28+22=,13
34+27-72=,-11
84+62-45=,101
8+83+55=,146
86+88+94=,268
87-40+26=,73
77+74+58=,209
7+18+10=,35
90+7+44=,141
24+80-60=,44
46+72+22=,140
98-2-97=,-1
13-72-27=,-86
29-59-40=,-70
54-40-56=,-42
65-56-46=,-37
76-21-10=,45
64-38+28=,54
13-26+35=,22
92+29+6=,127
61+57+52=,170
37+98-34=,101
47-32+70=,85
13+66-56=,23
10-3-1=,6
55-32-42=,-19
57+63+39=,159
87+50-94=,43
11-77-55=,-121
34+55+36=,125
90+26-83=,33
90-12+8=,86
97-65+10=,42
41+17-45=,13
95+37-4=,128
28+8+67=,103
20-46-92=,-118
9-43-64=,-98
41-18-37=,-14
34+45-43=,36
40-80+56=,16
75+18+30=,123
34-11+58=,81
75+42-60=,57
33+83-64=,52
6-99-73=,-166
25+35-14=,46
33-9-2=,22
27+9+46=,82
2-28-72=,-98
43-95-96=,-148
19-91+56=,-16
55+96-24=,127
65+30+9=,104
98-10-70=,18
23+49+51=,123
70-66-87=,-83
86-12-31=,43
5+29+86=,120
27+62-29=,60
38-40+46=,44
19+56-11=,64
0+68-12=,56
6-50-16=,-60
14+95+67=,176
20+14+23=,57
36+20+97=,153
41-46+89=,84
35+65-10=,90
28-79-53=,-104
81-22+98=,157
13+37-48=,2
23-1-52=,-30
72-81+40=,31
57+7+66=,130
76-45-24=,7
48+79-73=,54
65-57+45=,53
44-93-90=,-139
53-3+87=,137
93-83-86=,-76
43+38+66=,147
45+18+46=,109
37-90+73=,20
38+8+74=,120
37-30+46=,53
87-31-73=,-17
2+57-9=,50
34-72+45=,7
93-42-63=,-12
28-43-4=,-19
30-19-21=,-10
11+47+66=,124
92-10+49=,131
64-97-97=,-130
36-75-43=,-82
63+2-48=,17
86-57+56=,85
33-65+21=,-11
26+2+78=,106
77-75+74=,76
30-75-28=,-73
78-94-26=,-42
24+13+93=,130
27-59-69=,-101
30-63+37=,4
37+41-90=,-12
36-19-44=,-27
49+76-8=,117
94+60+4=,158
33-62-86=,-115
45+44+10=,99
4-72+38=,-30
41-21-46=,-26
30-50-75=,-95
9+89-70=,28
87-71+79=,95
0-97+36=,-61
39-89+68=,18
32-53+30=,9
49-49-58=,-58
89+63-13=,139
37-57+85=,65
33+28-83=,-22
65+71-36=,100
41+14-86=,-31
4+64-22=,46
57-4-32=,21
76-62+90=,104
81-30-64=,-13
98-65-25=,8
63+40-47=,56
35+47-4=,78
29+72-68=,33
88+28+26=,142
59-35+34=,58
56-25+16=,47
51-51+43=,43
44+79-32=,91
22-38+91=,75
24-62-64=,-102
61+5-73=,-7
50-40+3=,13
2+94+89=,185
11+92+28=,131
99-5+3=,97
66-98+27=,-5
29-5-46=,-22
2-55-64=,-117
10-55+14=,-31
9+34+56=,99
47+54-83=,18
50+73+37=,160
20-2+76=,94
56-64-85=,-93
58-7+13=,64
88+42-26=,104
24+98+98=,220
34-21+93=,106
4+3-10=,-3
56+1-58=,-1
65-76-38=,-49
99-71-54=,-26
30+22+67=,119
1+13+72=,86
26-67+19=,-22
80-19-88=,-27
27-67-87=,-127
44+74+77=,195
79+28-49=,58
91+58+40=,189
26+97-62=,61
22+53-94=,-19
69+79-98=,50
74+33+88=,195
49+72+20=,141
45+86-36=,95
74-75-16=,-17
22-100-4=,-82
64+4+73=,141
21-47-53=,-79
26+4-16=,14
81+18-85=,14
12+68+23=,103
83-14-61=,8
43-58+26=,11
42-73-50=,-81
39-76+83=,46
28+89+58=,175
99+56-34=,121
21+20-53=,-12
58-32+19=,45
37+84+22=,143
95-89+12=,18
46-49+9=,6
7-22-79=,-94
20-89+55=,-14
79-44-3=,32
77+32-23=,86
78-70-4=,4
36+34-60=,10
84-91+90=,83
87+43-57=,73
72-24+29=,77
75+78-34=,119
62+62+57=,181
62+95-86=,71
62-83-30=,-51
10+15-86=,-61
22+26+76=,124
10+64+10=,84
3+91+5=,99
32-20-14=,-2
91-28-75=,-12
7+38-55=,-10
22+11-8=,25
94-5+55=,144
60+13-57=,16
19-80+70=,9
45+83-47=,81
19-28+13=,4
20-17+28=,31
91+56+49=,196
39-11+86=,114
66+6-62=,10
71+42+23=,136
66+80+38=,184
74+91+53=,218
26-3+78=,101
88-88+13=,13
35-5-10=,20
77-6+46=,117
67+23-2=,88
54-81-56=,-83
58-73+30=,15
36-86-47=,-97
30+11-53=,-12
55-53+86=,88
81+17-41=,57
21+46-64=,3
39+65+88=,192
90-0-61=,29
98+42+33=,173
16-83-0=,-67
81+92-70=,103
63+66+25=,154
58+57+56=,171
41-92+51=,0
60+17+41=,118
27+10+47=,84
100+34-46=,88
10-47-19=,-56
64-91-1=,-28
80-35+60=,105
41-80+83=,44
29-90+9=,-52
32+74-100=,6
51+88-4=,135
70+29-84=,15
8+2-2=,8
66-89+50=,27
54+38+39=,131
81-47-65=,-31
3+39+79=,121
40+27-72=,-5
60-25-70=,-35
17-55+60=,22
56-28+30=,58
33-82-74=,-123
91+37+76=,204
0+11-14=,-3
6+68-89=,-15
23-52+22=,-7
91+25-61=,55
54-86+30=,-2
36-99+26=,-37
59-47+44=,56
99+3+3=,105
0-12+46=,34
6+85-63=,28
85+25+88=,198
1+88-86=,3
51-89+81=,43
70+88+56=,214
39-49-4=,-14
46+81+62=,189
54-100+100=,54
63+41+3=,107
26+72-4=,94
80+11-46=,45
70-35+49=,84
34+8-28=,14
29+15-54=,-10
35-36+59=,58
23-53-74=,-104
37+87-60=,64
31-63-92=,-124
90+64-79=,75
75+85-50=,110
98+29+77=,204
19+64-64=,19
84+53+3=,140
88-13-36=,39
41+23-19=,45
8-6+14=,16
68-98-11=,-41
91+90+36=,217
43-90-85=,-132
56-3+62=,115
57-80+99=,76
46-58-14=,-26
96+38+2=,136
57+13+19=,89
29+30-9=,50
42-52+19=,9
92+67+26=,185
4-33+44=,15
19-6+71=,84
41-10+45=,76
63+74-81=,56
38-29-100=,-91
71+96+28=,195
34+61-23=,72
87-82-98=,-93
7-15-69=,-77
32-66+7=,-27
32+29-40=,21
13+55-3=,65
44+16+29=,89
57-39-61=,-43
57-69-88=,-100
97-93+58=,62
77+87-3=,161
35-29-61=,-55
56+90+67=,213
59+18+11=,88
84-59+29=,54
80-58-47=,-25
31+5+8=,44
17-30-44=,-57
18-91+45=,-28
24+37+90=,151
65-0+62=,127
90+29-38=,81
69-44+58=,83
22+79+51=,152
85-61+7=,31
67-91-74=,-98
81+17+90=,188
46-42+33=,37
71+7-21=,57
8+5-98=,-85
58+65+7=,130
68-26+85=,127
88-3-66=,19
44+29-68=,5
45-3-49=,-7
59+68-18=,109
19-72-10=,-63
55+63+64=,182
13+4+8=,25
7+91+7=,105
30-4-77=,-51
32-39+85=,78
53+66-60=,59
46+19-26=,39
73+33+51=,157
97-15+20=,102
41+24-48=,17
85-34-46=,5
90+41+92=,223
80-83+61=,58
22+38+62=,122
73+58-12=,119
81+35-36=,80
66-62+13=,17
9+59+29=,97
27-17+47=,57
47+25+47=,119
61+78+24=,163
27+29-64=,-8
39-27+70=,82
55-55+74=,74
34+54-67=,21
32+64-54=,42
87-55-5=,27
86+56+20=,162
88-70+52=,70
77-10-88=,-21
3+83+85=,171
10-89-28=,-107
41-72+99=,68
84-57-9=,18
53+58+97=,208
51-99-61=,-109
85+29-59=,55
39-90-13=,-64
18-8+91=,101
49-97-33=,-81
65-33+61=,93
69-90-38=,-59
82+67-57=,92
76-93+90=,73
68+52+91=,211
29+19-93=,-45
1+41-100=,-58
49-12-38=,-1
49+100-54=,95
69+17-99=,-13
0+88+74=,162
97+95-27=,165
68+34-78=,24
78+43-46=,75
100+59+17=,176
62-48-48=,-34
8-71-46=,-109
51+43+5=,99
27-10-27=,-10
54+28+77=,159
39+10-64=,-15
49-67+38=,20
36+96-84=,48
15-19+40=,36
8-2-78=,-72
90+47-100=,37
96-71+19=,44
45-46+88=,87
31+27+48=,106
23+74-75=,22
64-22+89=,131
68+32-61=,39
10-79+44=,-25
15+73+23=,111
73-97-56=,-80
60+66+34=,160
59+59-48=,70
72+50-5=,117
57+12+43=,112
37+86+57=,180
73+62+60=,195
94+7+47=,148
99+85+80=,264
47+65-6=,106
53+35-3=,85
22+32+49=,103
27-65+21=,-17
60-38-47=,-25
22+74+2=,98
5-76+41=,-30
91-78+27=,40
2-71-94=,-163
34+24+1=,59
52+44+39=,135
45+1-6=,40
47+70-5=,112
21-3-100=,-82
34-4+1=,31
93+25+53=,171
22+42+13=,77
52+50-10=,92
98+3-24=,77
28+59-55=,32
26-33-34=,-41
0+69-28=,41
12+58+27=,97
73-19-79=,-25
66+0+40=,106
78+65-45=,98
83+75-22=,136
51+14-79=,-14
72+5+95=,172
62+9-44=,27
17-0-43=,-26
24-81-44=,-101
22+45-74=,-7
51+87+1=,139
51-26+51=,76
82-85-5=,-8
61+20-58=,23
99+24+37=,160
40+47+30=,117
34-8-96=,-70
0+78-60=,18
96-62+79=,113
77+17+0=,94
0+73-88=,-15
30-49+11=,-8
73-94+34=,13
8-2+85=,91
89+4-91=,2
9+51-73=,-13
26-49+0=,-23
6+41-86=,-39
69-60-68=,-59
51-9-57=,-15
15-67-82=,-134
8-63-75=,-130
68-8-16=,44
48+4+96=,148
1+32+38=,71
67-9-11=,47
87-87+39=,39
7-23-9=,-25
50-5+19=,64
42+72+65=,179
33+29-56=,6
78-28-31=,19
87-51+41=,77
10-99-21=,-110
63-4+15=,74
90-2-40=,48
16+43+6=,65
90+32+95=,217
2+76+12=,90
60-2+79=,137
59-42+65=,82
68+14+59=,141
91-63-61=,-33
21-96-61=,-136
86+92+96=,274
88+14-28=,74
41+51+66=,158
60+10+22=,92
77+98-33=,142
42-28-26=,-12
44+7+75=,126
52-10+17=,59
45-35-47=,-37
49+61+31=,141
30+16-91=,-45
77-29+4=,52
67-22-83=,-38
13+71+9=,93
63-12+3=,54
69+90-77=,82
18+57-41=,34
47+49-25=,71
72-58+96=,110
38+67+24=,129
51-47-79=,-75
91-79-38=,-26
28+77-75=,30
1+80+39=,120
54-91+36=,-1
44-47-60=,-63
9+75+24=,108
5-51+50=,4
47-85+61=,23
16-10-24=,-18
29+56+6=,91
100-61+44=,83
83+60-25=,118
32+70+56=,158
7-48-13=,-54
43-87-9=,-53
39-3-76=,-40
36+81-26=,91
97+43+54=,194
56+77+60=,193
0-36-96=,-132
10+39-21=,28
2-71+49=,-20
76+70+55=,201
54+100+6=,160
55+1+28=,84
39+91-63=,67
67-1+13=,79
89+37+24=,150
34+7-2=,39
53-8-96=,-51
72+70-99=,43
9-37-71=,-99
82-85+71=,68
78-73+29=,34
21-3-0=,18
93-75-26=,-8
50-78+49=,21
11-48-52=,-89
49+20-64=,5
96+94+78=,268
56+77-22=,111
17+36+14=,67
21+10+17=,48
56+61-51=,66
20+99-79=,40
89+93-68=,114
85+61-78=,68
37+84-74=,47
94+74-97=,71
41-52-40=,-51
73+71-45=,99
74-32+96=,138
98+69-69=,98
87-69-27=,-9
56+91-4=,143
27+82+52=,161
97+18+90=,205
14-3-53=,-42
15-66+64=,13
39+54-81=,12
37-18-21=,-2
77-76+49=,50
34+30+12=,76
43-27+30=,46
74+0+41=,115
14-90-2=,-78
61-82+70=,49
10+13+90=,113
54-40-85=,-71
99+78-45=,132
2-4-66=,-68
27-89+29=,-33
33+44-76=,1
56+0+19=,75
11-24+27=,14
72+0+27=,99
53+17-33=,37
42+11-64=,-11
95-98+30=,27
4+2-51=,-45
46+36-74=,8
79+73-68=,84
16+46-60=,2
45+42+90=,177
99+68+54=,221
98-95+1=,4
31+74+44=,149
81-75-89=,-83
14-51+18=,-19
47+37+63=,147
38+77-17=,98
7-24+67=,50
2+13-50=,-35
46+89+32=,167
50-44+99=,105
87+36+70=,193
57+44-75=,26
51-68-98=,-115
89+9+93=,191
87-68-83=,-64
90+22+80=,192
40-6+24=,58
92+67+14=,173
21-76-72=,-127
96+43-65=,74
59-77+56=,38
26-68+64=,22
22-97+11=,-64
65+56+30=,151
70+3-36=,37
86+48-57=,77
21+20-9=,32
86-97-69=,-80
10-47+28=,-9
9+39-8=,40
79+72-49=,102
49-23+88=,114
78+32-64=,46
68-84-31=,-47
92+53-15=,130
11-16-96=,-101
39-30-15=,-6
3-88-76=,-161
14+55-39=,30
19-64+10=,-35
16+88-37=,67
88+20+14=,122
18+26+46=,90
34+1+94=,129
31+34-79=,-14
73+82+27=,182
43+2-19=,26
47-97-70=,-120
81-16+36=,101
26+48+56=,130
13-31+19=,1
75+89+57=,221
14-62-14=,-62
89-36+84=,137
74-70-17=,-13
47-44+50=,53
71+52+76=,199
27+7+58=,92
10-1-60=,-51
13+30-62=,-19
95-60-43=,-8
9-60-35=,-86
68+41+28=,137
50-50-50=,-50
42-22+49=,69
36+15+99=,150
27-68+60=,19
20-0-30=,-10
90-25+2=,67
66+5+41=,112
41+66+67=,174
36+1-85=,-48
91+70-100=,61
1+8+7=,16
63+16+72=,151
83-90-67=,-74
14-88-96=,-170
25+63+63=,151
17-79+10=,-52
73+80-21=,132
78+49-61=,66
19-10-34=,-25
70+2-83=,-11
18+12-18=,12
93+40+18=,151
11+38+77=,126
5-69-100=,-164
44-100-16=,-72
3-97+4=,-90
86-27+37=,96
51+6+60=,117
7+53-77=,-17
30-6+16=,40
96+58+41=,195
36-54-42=,-60
37-35-66=,-64
36-5-35=,-4
3+21-3=,21
81-37+21=,65
90-77+47=,60
14+5+13=,32
52-69-1=,-18
21+17-50=,-12
29+98+82=,209
69+7-52=,24
75-61-66=,-52
99-56-60=,-17
49+82-73=,58
0-68-24=,-92
14-92-45=,-123
88-14-13=,61
57-1-60=,-4
32-46-89=,-103
96+38-39=,95
82-9-19=,54
60-42+31=,49
82-96-14=,-28
63-10+2=,55
9-25+72=,56
47-50-97=,-100
69-67+70=,72
31-58-38=,-65
79+56-80=,55
72+6-24=,54
19+15+70=,104
25+87+17=,129
17+87-2=,102
56+96-44=,108
15-22+14=,7
81+7+94=,182
73-23+56=,106
8+62-83=,-13
56+10-27=,39
29-41+17=,5
80-73+57=,64
1+27-39=,-11
64-52-75=,-63
62+74-4=,132
60+20-10=,70
22-65+24=,-19
3-2-58=,-57
8+76+76=,160
33-74+41=,0
90-47-8=,35
1+90+97=,188
23-95+29=,-43
74-71-86=,-83
2-52+62=,12
52+25-81=,-4
12-62+92=,42
52+32+48=,132
3-83+13=,-67
81-15+50=,116
30-53-8=,-31
17+54+17=,88
82-53-41=,-12
76+28-95=,9
65-39-20=,6
79-45+8=,42
39-62-22=,-45
82+57-19=,120
95-13-13=,69
85+44+32=,161
22-98+93=,17
74+83-80=,77
53+63+77=,193
37-96+90=,31
43-75+12=,-20
22+89+13=,124
31-53-56=,-78
72-72+93=,93
51-10+56=,97
10+89-29=,70
76+67-57=,86
77+61+50=,188
61-79+33=,15
86+22+21=,129
58-30+6=,34
24-94-52=,-122
81+16-34=,63
48-57-8=,-17
70+44-3=,111
69+21-39=,51
89+58+93=,240
84+25-36=,73
39+6-92=,-47
0-21-44=,-65
99+21-96=,24
45+84-69=,60
28+25-85=,-32
12+92-88=,16
35+62+68=,165
50-50+42=,42
100+47+7=,154
94+7-8=,93
10-46+11=,-25
67+4+60=,131
3+41-82=,-38
88+46+16=,150
44-2+93=,135
56+1+92=,149
51-38-22=,-9
12-73+19=,-42
24+93-37=,80
94-9-75=,10
28+60-79=,9
53+40-53=,40
17+82-16=,83
44-26-53=,-35
68+42-4=,106
12-38+16=,-10
83-6+27=,104
71-44-75=,-48
61+52+85=,198
83+42-47=,78
63+5-57=,11
79-83+63=,59
84-83-92=,-91
52+18+14=,84
98+40-53=,85
39+67+85=,191
95-38-23=,34
42+89+83=,214
32+13+4=,49
63-86-4=,-27
63+60-36=,87
24+31-97=,-42
75+36-7=,104
51+18-3=,66
82+70-78=,74
52-45+50=,57
94+39+36=,169
11-88-55=,-132
90-95+5=,0
16+29-34=,11
76-85-33=,-42
40+7+71=,118
78-6-41=,31
87-86+63=,64
93-29+24=,88
20+0-26=,-6
34-23-80=,-69
61-24-49=,-12
56-10-54=,-8
78-58+73=,93
41+51-35=,57
29+70+83=,182
4-55+30=,-21
80-71-8=,1
30+20+52=,102
95+53+43=,191
27+41-95=,-27
47-75+75=,47
65-88-27=,-50
89-55+62=,96
79-46-100=,-67
22-4+54=,72
11+47+31=,89
67+78+52=,197
4+54+48=,106
12-63+90=,39
68+15+10=,93
11-53+91=,49
84-70+78=,92
